ID,URL,Notice Type,Publication Date,Project ID,Bid Description,Procurement Type,Deadline Date,Country Code,Country Name,Major Sector
62984,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062984'},Request for Expression of Interest,2018-12-13T00:00:00,P150572,National Procurement Expert RAMP-IIAF,Consultants,2018-12-31T00:00:00,KH,Cambodia,"Public Administration - Transportation, Rural and Inter-Urban Roads"
63004,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063004'},Contract Award,2018-12-13T00:00:00,P123394,Delivered LEDs as per Work/Supply Order,,,PK,Pakistan,"Health, Public Administration - Health"
63008,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00063008'},Contract Award,2018-12-13T00:00:00,P149620,Contrato para Fornecimento de Brochuras para a Reunião de            Balanco do Primeiro Ciclo Productivo - SUSTENTA,,,MZ,Mozambique,"Rural and Inter-Urban Roads, Irrigation and Drainage, Public Administration - Agriculture, Fishing & Forestry, Other Agriculture, Fishing and Forestry, Agricultural markets, commercialization and agri-business"
62983,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062983'},Contract Award,2018-12-13T00:00:00,P131263,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62965,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062965'},Invitation for Bids,2018-12-13T00:00:00,P165218,Materiales de oficina para encuesta piloto,Goods and Works,2019-01-04T00:00:00,HN,Honduras,
62967,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062967'},Contract Award,2018-12-13T00:00:00,P164660,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,PE,Peru,
62973,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062973'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Agri Business Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62974,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062974'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Environmental Safeguards Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62968,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062968'},Invitation for Bids,2018-12-13T00:00:00,P165218,Materiales de oficina para encuesta piloto,Goods and Works,2019-01-11T00:00:00,HN,Honduras,
62976,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062976'},Contract Award,2018-12-13T00:00:00,P150520,"Augmentation of Water Supply Scheme Village Panj Garian Najjar            block Ajnala, Distt Amritsar.",,,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62970,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062970'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Communication Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62969,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062969'},Contract Award,2018-12-13T00:00:00,P152851,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,VN,Vietnam,"Other Transportation, Other Water Supply, Sanitation and Waste Management, Public Administration - Water, Sanitation and Waste Management, Sanitation, Urban Transport"
62975,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062975'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Institutional Development Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62966,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062966'},Invitation for Bids,2018-12-13T00:00:00,P165218,Materiales de oficina para encuesta piloto,Goods and Works,2019-01-07T00:00:00,HN,Honduras,
62972,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062972'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Trade Facilitation Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62978,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062978'},Invitation for Bids,2018-12-13T00:00:00,P150520,"Surface WSS Vill. Mandoli district Patiala: Design & Built            WSS incl. WTP CW & RW Pumping Station with Machineries. CW mains to OHSRs of            existing Village. Inst. of Bulk WM, Generator, Transformer, SCADA PLC etc Including            O&M of 10 Years under Comp. 3b(ii)",Goods and Works,2019-01-22T00:00:00,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62980,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062980'},Invitation for Bids,2018-12-13T00:00:00,P150520,"Surface WSS Vill. Nanowal Distt. Fatehgarh Sahib: Design &            build W/S System incl. WTP, CW & RW Pump Station with machineries, CW mains up to            OHSRs of existing village, inst.of bulk water meters, Solar Power System silent            generator, transformer, SCADA/PLC",Goods and Works,2019-01-22T00:00:00,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62977,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062977'},Invitation for Bids,2018-12-13T00:00:00,P150520,"Surface water supply scheme Pabra:Design & Built WSS incl.            WTP CW & RW Pumping Station with Machineries. CW mains to existing OHSRs. Inst of            Bulk WM, Generator, Transformer, 2 Nos. Solar Power System SCADA PLC etc Incl O&M of            10 Yearsunder Comp. 3b(ii).",Goods and Works,2019-01-22T00:00:00,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
62971,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062971'},Request for Expression of Interest,2018-12-13T00:00:00,P158434,Social Development Specialist,Consultants,2018-12-20T00:00:00,MW,Malawi,
62979,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062979'},Invitation for Bids,2018-12-13T00:00:00,P150520,"Surface WSS Vill. Chawinda Kalan Distt. Amritsar: Design &            build W/S System incl. WTP, CW & RW Pump Station with machineries, CW mains up to            OHSRs of existing village, inst.of bulk water meters, Solar Power System silent            generator, transformer, SCADA/PLC",Goods and Works,2019-01-22T00:00:00,IN,India,"Public Administration - Water, Sanitation and Waste Management, Water Supply, Sanitation"
61398,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061398'},Request for Expression of Interest,2018-12-12T00:00:00,P161317,Administration and Management of Intermediaries,Consultants,2018-12-20T00:00:00,KE,Kenya,
62841,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062841'},Request for Expression of Interest,2018-12-12T00:00:00,P164443,Hiring of FP for central region: Dai Kondi (Nili 41 CDCs) and            (Kiti 62 CDCs) Total CDCs 103,Consultants,2018-12-26T00:00:00,AF,Afghanistan,
62899,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062899'},Request for Expression of Interest,2018-12-12T00:00:00,P145566,Consultancy Services for Development of Contracts Procurement            Tracking and Contracts Management System,Consultants,2018-12-28T00:00:00,,Africa,"Health, Public Administration - Transportation, Other Industry, Trade and Services, Rural and Inter-Urban Roads"
62902,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062902'},Contract Award,2018-12-12T00:00:00,P144726,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62919,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062919'},Contract Award,2018-12-12T00:00:00,P130548,Procurement of Photocopy Machine for Kandy Office,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62959,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062959'},Contract Award,2018-12-12T00:00:00,P147638,Reprographie des Pagivoltes pour 707 relais et 648 AME,,,,Niger,"Public Administration - Health, Social Protection, Health"
62960,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062960'},Contract Award,2018-12-12T00:00:00,P155121,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BF,Burkina Faso,Central Government (Central Agencies)
62963,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062963'},Contract Award,2018-12-12T00:00:00,P126773,Raccordement du sytème d'information de l'ONISPA à internet,,,,Western Africa,"Fisheries, Public Administration - Agriculture, Fishing & Forestry"
62903,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062903'},Contract Award,2018-12-12T00:00:00,P130548,Reconstruction of Foot Bridge over Moragoda Ela Canal in Galle,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62914,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062914'},Contract Award,2018-12-12T00:00:00,P144726,Selection of Consultant for development of Dynamic Web Based            Composite Risk Atlas and Decision Support Tool for Cyclone and associated impacts            including Storm Surge and Inland Flooding,,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62923,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062923'},Contract Award,2018-12-12T00:00:00,P131263,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62937,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062937'},Contract Award,2018-12-12T00:00:00,P131263,Lot-1: Supply of 16 unit batteries for 4KVA Online UPS,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62909,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062909'},Contract Award,2018-12-12T00:00:00,P130548,Sampling Work for Paving Material in Rampart Galle,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62921,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062921'},Contract Award,2018-12-12T00:00:00,P133780,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,UG,Uganda,Primary Education
62931,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062931'},Request for Expression of Interest,2018-12-12T00:00:00,P161435,"The consulting service includes: mid-term and final evaluation            of the Project, focusing on the assessment of its effectiveness, sustainability, paying            attention to context and processes.",Consultants,2019-01-10T00:00:00,GE,Georgia,
62935,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062935'},Contract Award,2018-12-12T00:00:00,P131263,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62947,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062947'},Contract Award,2018-12-12T00:00:00,P131263,Supply of equipment for the Technical Monitoring Facility of IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62940,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062940'},Contract Award,2018-12-12T00:00:00,P131263,Supply of 5 unit of laser printers for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62941,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062941'},Contract Award,2018-12-12T00:00:00,P129516,"Travaux de sécurisation des stations météorologisues            automatiques à Nioro, Nara et Banamba",,,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62942,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062942'},Contract Award,2018-12-12T00:00:00,P129516,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62944,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062944'},Request for Expression of Interest,2018-12-12T00:00:00,P159040,"Recruitment of consultant to develop disease surveillance            workforce strategy (animal, human & environmental)",Consultants,2018-12-14T00:00:00,,Western Africa,
62949,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062949'},Contract Award,2018-12-12T00:00:00,P131323,Travaux de construction d'un (01) marché à poissons à            Khouma et à Ourossogui et d'une (01) Aire de transformation de poissons à Thiago,,,,Western Africa,"Other Water Supply, Sanitation and Waste Management, Ports/Waterways, Health, Other Public Administration, Other Agriculture, Fishing and Forestry"
62954,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062954'},Contract Award,2018-12-12T00:00:00,P155121,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BF,Burkina Faso,Central Government (Central Agencies)
62957,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062957'},Contract Award,2018-12-12T00:00:00,P155121,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BF,Burkina Faso,Central Government (Central Agencies)
62964,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062964'},Contract Award,2018-12-12T00:00:00,P132824,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GA,Gabon,
61399,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00061399'},Request for Expression of Interest,2018-12-12T00:00:00,P161317,Design and Management of International Acceleration Process,Consultants,2018-12-20T00:00:00,KE,Kenya,
62900,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062900'},Contract Award,2018-12-12T00:00:00,P130548,Mackintosh Probe Test for Proposed Walkability Improvement            Scheme of Havelock Road in Galle City,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62943,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062943'},Contract Award,2018-12-12T00:00:00,P131263,Supply of 1 unit of refrigerator for the TMF of IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62961,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062961'},Contract Award,2018-12-12T00:00:00,P129516,"Lot 2: Travaux d'enrichissement de 800 ha au niveau de 3            périmètres pastoraux: Sébété, Toubacoro et Boron",,,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62913,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062913'},Contract Award,2018-12-12T00:00:00,P148797,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,Guinea-Bissau,"Water Supply, Energy Transmission and Distribution, Central Government (Central Agencies)"
62928,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062928'},Contract Award,2018-12-12T00:00:00,P148052,L'Assurance maladie du personnel de la CT-FBP.,,,TD,Chad,"Public Administration - Health, Health"
62901,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062901'},Contract Award,2018-12-12T00:00:00,P144726,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,IN,India,"Sub-National Government, Other Public Administration, Other Water Supply, Sanitation and Waste Management, Rural and Inter-Urban Roads"
62907,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062907'},Contract Award,2018-12-12T00:00:00,P130548,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62908,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062908'},Contract Award,2018-12-12T00:00:00,P156021,Production of 3 Video Documentaries1. Brief introduction on            the concepts of the ESCAMP2. Pilot Landscape Planning and Management3. Human-Elephant            Co-Existence for Livelihood protection,,,LK,Sri Lanka,"Public Administration - Agriculture, Fishing & Forestry, Forestry"
62920,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062920'},Invitation for Bids,2018-12-12T00:00:00,P132123,4x4Double cabin vehicles for inspection of fishing,Goods and Works,2019-01-11T00:00:00,,Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62932,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062932'},Contract Award,2018-12-12T00:00:00,P131263,Supply of 3 unit of laser printers for IDCOL,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62945,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062945'},Invitation for Bids,2018-12-12T00:00:00,P129516,Travaux enrichissement zones pâturages,Goods and Works,2018-06-13T00:00:00,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62946,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062946'},Contract Award,2018-12-12T00:00:00,P148052,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,TD,Chad,"Public Administration - Health, Health"
62897,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062897'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,"hiring of ""Graphic Designer""",Consultants,2018-12-31T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62915,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062915'},Contract Award,2018-12-12T00:00:00,P127143,Lot 1: Production testing equipment,,,,Djibouti,Renewable Energy Geothermal
62922,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062922'},Contract Award,2018-12-12T00:00:00,P130548,Improvements to Coordinating Office at Galle Municipal Council,,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62924,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062924'},Invitation for Bids,2018-12-12T00:00:00,P132123,Computer Equipment for 2018,Goods and Works,2018-12-12T00:00:00,,Africa,"Public Administration - Agriculture, Fishing & Forestry, Fisheries"
62925,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062925'},Invitation for Prequalification,2018-12-12T00:00:00,P157096,Rehabilitation and expansion of the Contador Hydropwer Plant            and access road,Goods and Works,2019-01-30T00:00:00,,Sao Tome and Principe,"Public Administration - Energy and Extractives, Renewable Energy Hydro, Energy Transmission and Distribution"
62936,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062936'},Contract Award,2018-12-12T00:00:00,P131263,Lot-2: Supply of 7 unit 200 AH IPS batteries and 4 unit 165AH            IPS batteries,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62958,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062958'},Contract Award,2018-12-12T00:00:00,P129516,"Lot 1: Travaux d'enrichissement de 800 ha au niveau de 2            périmètres pastoraux: périmètres intercommunal de Gadiaba-kadiel, Guetema et Yéréré.",,,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62905,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062905'},Contract Award,2018-12-12T00:00:00,P154623,Constructing 1 teaching building and 1 teaching-office building.,,,CN,China,
62910,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062910'},Contract Award,2018-12-12T00:00:00,P148797,Reparação da cobertura da sala de disjuntores da Central            Electrica de Bissau.,,,,Guinea-Bissau,"Water Supply, Energy Transmission and Distribution, Central Government (Central Agencies)"
62912,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062912'},Contract Award,2018-12-12T00:00:00,P131263,Supply of Rechargeable Table Fan,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62896,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062896'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,"Hiring of ""Communication Expert """,Consultants,2018-12-31T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62906,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062906'},Request for Expression of Interest,2018-12-12T00:00:00,P156208,Ingénieur conseil chargé du contrôle et de la surveillance de            la phase 2 des travaux transférés de PMEDE à EASE,Consultants,2019-01-15T00:00:00,ZR,"Congo, Democratic Republic of",
62933,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062933'},Contract Award,2018-12-12T00:00:00,P118826,Supply of furniture and refurbishment of Buxar buniyad centre.,,,IN,India,"Social Protection, Public Administration - Social Protection"
62898,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062898'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,"Hiringof ""Liaison Officer""for Tourism Department",Consultants,2018-12-12T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62930,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062930'},Contract Award,2018-12-12T00:00:00,P149493,"Variable Refrigerant Flow (VRF) Air Conditioning System Supply            and Installation for the Renovation Work of URP, RAJUK",,,BD,Bangladesh,Other Public Administration
62938,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062938'},Contract Award,2018-12-12T00:00:00,P160033,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MZ,Mozambique,"Forestry, Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry"
62927,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062927'},Contract Award,2018-12-12T00:00:00,P130548,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,LK,Sri Lanka,"Sub-National Government, Other Water Supply, Sanitation and Waste Management, Urban Transport"
62929,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062929'},Contract Award,2018-12-12T00:00:00,P152441,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,GE,Georgia,"Public Administration - Industry, Trade and Services, Other Information and Communications Technologies, Other Industry, Trade and Services"
62951,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062951'},Contract Award,2018-12-12T00:00:00,P150080,contrat relatif à l'acquisition des kits AGR à 750 jeunes            filles et femmes dans la zone d'intervention du projet SWEDD,,,,Western Africa,"Health, Secondary Education, Sub-National Government, Central Government (Central Agencies)"
62904,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062904'},Contract Award,2018-12-12T00:00:00,P131263,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62918,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062918'},Contract Award,2018-12-12T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
62895,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062895'},Request for Expression of Interest,2018-12-12T00:00:00,P124268,"Hiring of ""Senior Marketing Expert"" for Tourism Department",Consultants,2018-12-31T00:00:00,PK,Pakistan,"Other Industry, Trade and Services, Other Non-bank Financial Institutions, Other Information and Communications Technologies, Sub-National Government"
62934,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062934'},Contract Award,2018-12-12T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
62948,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062948'},Contract Award,2018-12-12T00:00:00,P131263,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62952,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062952'},Contract Award,2018-12-12T00:00:00,P147638,Reproduction des livrets et registres pour les paiements des            7700 filles bénéficiaires du cash transfert,,,,Niger,"Public Administration - Health, Social Protection, Health"
62955,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062955'},Contract Award,2018-12-12T00:00:00,P160033,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,MZ,Mozambique,"Forestry, Agricultural markets, commercialization and agri-business, Public Administration - Agriculture, Fishing & Forestry"
62956,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062956'},Contract Award,2018-12-12T00:00:00,P128628,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,,"Congo, Republic of",
62962,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062962'},Contract Award,2018-12-12T00:00:00,P129516,"Lot 3: Travaux d'enrichissement de 800 ha au niveau de 3            périmètres pastoraux: périmètres de Fallou, Dabo et Niamana",,,ML,Mali,"Central Government (Central Agencies), Public Administration - Agriculture, Fishing & Forestry, Sub-National Government, Social Protection, Other Agriculture, Fishing and Forestry"
62926,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062926'},Contract Award,2018-12-12T00:00:00,P118826,Supply of furniture and refurbishment of Bhojpur buniyad centre.,,,IN,India,"Social Protection, Public Administration - Social Protection"
62953,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062953'},Contract Award,2018-12-12T00:00:00,P122065,"Construction d'un magasin multifonction de stockage de            riz, d'un atelier de décorticage, d'une airede séchage avec adduction            d'eau en faveur de la plateforme de Koulé (N'Zérékoré)",,,,Western Africa,"Public Administration - Agriculture, Fishing & Forestry, Agricultural markets, commercialization and agri-business, Agricultural Extension, Research, and Other Support Activities"
62911,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062911'},Contract Award,2018-12-12T00:00:00,P157079,Procurement of FM software 1C Accounting,,,KG,Kyrgyz Republic,"Public Administration - Energy and Extractives, Energy Transmission and Distribution, Other Energy and Extractives"
62950,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062950'},Contract Award,2018-12-12T00:00:00,P144637,"Small Contracts Award (DIR,CQS,INDV,SSS)",,,CM,Cameroon,"Sub-National Government, Social Protection"
62916,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062916'},Contract Award,2018-12-12T00:00:00,P131263,"Lot-2: Supply of 10 unit of switch, 5 unit router and 1 box            UTP cable",,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62917,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062917'},Contract Award,2018-12-12T00:00:00,P131263,Lot-1: Supply of 30 units of IP phones,,,BD,Bangladesh,"Public Administration - Energy and Extractives, Other Energy and Extractives, Renewable Energy Solar"
62889,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062889'},Contract Award,2018-12-12T00:00:00,P131323,Réalisation de Seize (16) Forages hydraulique villageoise et            pastorale dans les Préfectures de Labé (08) et Tougué(08).,,,,Western Africa,"Other Water Supply, Sanitation and Waste Management, Ports/Waterways, Health, Other Public Administration, Other Agriculture, Fishing and Forestry"
62891,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062891'},Request for Expression of Interest,2018-12-12T00:00:00,P160359,Supervisión del Mejoramiento del Camino Macuelizo-Santa María            Fase II (19.05 km),Consultants,2019-01-03T00:00:00,NI,Nicaragua,"Urban Transport, Rural and Inter-Urban Roads, Public Administration - Transportation"
62890,{'url': 'http://projects.worldbank.org/procurement/noticeoverview?id=OP00062890'},Contract Award,2018-12-12T00:00:00,P131323,Réalisation de quinze (15) Forages hydraulique villageoise et            pastorale dans les Préfectures de Mamou (07) et Dalaba (08),,,,Western Africa,"Other Water Supply, Sanitation and Waste Management, Ports/Waterways, Health, Other Public Administration, Other Agriculture, Fishing and Forestry"
